"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"MU";"1504059";"Mãe do Rio (PA)";"54854";"61588";"61501";"56010";"52305";"44512";"52574"
"MU";"1504109";"Magalhães Barata (PA)";"881";"931";"1348";"883";"1009";"766";"827"
"MU";"1504208";"Marabá (PA)";"675000";"660000";"705000";"900000";"1070400";"1072999";"1025124"
"MU";"1504307";"Maracanã (PA)";"2691";"2816";"3306";"2768";"2650";"3276";"3800"
"MU";"1504406";"Marapanim (PA)";"4539";"3991";"4430";"3784";"2800";"4251";"2000"
"MU";"1504422";"Marituba (PA)";"230";"460";"535";"140";"386";"266";"245"
"MU";"1504455";"Medicilândia (PA)";"123212";"133885";"143371";"152562";"158768";"165016";"166100"
"MU";"1504505";"Melgaço (PA)";"1580";"1630";"1820";"1834";"1882";"1850";"1794"
"MU";"1504604";"Mocajuba (PA)";"4117";"2145";"1548";"1752";"1384";"1493";"936"
"MU";"1504703";"Moju (PA)";"42500";"52084";"50000";"47000";"74300";"74368";"80756"
"MU";"1504752";"Mojuí dos Campos (PA)";"...";"...";"1188";"6852";"9738";"9986";"11121"
"MU";"1504802";"Monte Alegre (PA)";"192242";"205728";"214596";"219112";"221942";"214361";"236968"
"MU";"1504901";"Muaná (PA)";"15760";"7097";"7449";"7389";"7590";"7350";"6256"
"MU";"1504950";"Nova Esperança do Piriá (PA)";"23068";"24829";"25643";"27323";"28112";"30100";"28210"
"MU";"1504976";"Nova Ipixuna (PA)";"89883";"76400";"80000";"84000";"90000";"108109";"115763"
"MU";"1505007";"Nova Timboteua (PA)";"13932";"15364";"17584";"15982";"15472";"16039";"15750"
"MU";"1505031";"Novo Progresso (PA)";"680671";"687142";"632521";"590273";"567077";"579218";"618365"
"MU";"1505064";"Novo Repartimento (PA)";"663079";"791795";"855319";"959056";"930123";"970262";"900000"
"MU";"1505106";"Óbidos (PA)";"127269";"127687";"127269";"129823";"133551";"133989";"143462"
"MU";"1505205";"Oeiras do Pará (PA)";"5835";"720";"817";"516";"960";"1307";"1481"
"MU";"1505304";"Oriximiná (PA)";"125350";"147748";"159623";"140549";"141576";"140340";"148328"
"MU";"1505403";"Ourém (PA)";"18704";"16248";"16866";"18012";"18126";"19026";"17000"
"MU";"1505437";"Ourilândia do Norte (PA)";"191113";"194935";"187148";"191441";"181074";"186959";"204229"
"MU";"1505486";"Pacajá (PA)";"358037";"432578";"492442";"536460";"573471";"585925";"643200"
"MU";"1505494";"Palestina do Pará (PA)";"65200";"49000";"45000";"58000";"63000";"85368";"52070"
"MU";"1505502";"Paragominas (PA)";"292464";"320344";"347322";"348652";"342000";"302465";"301720"
"MU";"1505536";"Parauapebas (PA)";"141000";"128000";"119000";"110000";"105000";"105729";"119800"
"MU";"1505551";"Pau D'Arco (PA)";"129798";"120991";"122538";"122883";"125654";"113717";"114423"
"MU";"1505601";"Peixe-Boi (PA)";"12917";"13870";"14923";"13673";"13901";"13703";"15500"
"MU";"1505635";"Piçarra (PA)";"338852";"350801";"338037";"347322";"369301";"378248";"396344"
"MU";"1505650";"Placas (PA)";"72122";"102831";"116124";"127830";"132387";"135286";"140977"
"MU";"1505700";"Ponta de Pedras (PA)";"41227";"35198";"56178";"46370";"42380";"43800";"39849"
"MU";"1505809";"Portel (PA)";"10640";"10945";"10390";"10950";"14700";"15820";"15900"
"MU";"1505908";"Porto de Moz (PA)";"56077";"57759";"20278";"50030";"46670";"51433";"52918"
"MU";"1506005";"Prainha (PA)";"127482";"131306";"114548";"119353";"110494";"114728";"123652"
"MU";"1506104";"Primavera (PA)";"2800";"3520";"3170";"3070";"2842";"2629";"2176"
"MU";"1506112";"Quatipuru (PA)";"862";"1350";"1268";"1070";"947";"821";"862"
"MU";"1506138";"Redenção (PA)";"223091";"235413";"257915";"279554";"294355";"280700";"280022"
"MU";"1506161";"Rio Maria (PA)";"335105";"330730";"332038";"361260";"361702";"370700";"394932"
"MU";"1506187";"Rondon do Pará (PA)";"340797";"331120";"347978";"365086";"363814";"336254";"340539"
"MU";"1506195";"Rurópolis (PA)";"116907";"123990";"136626";"142087";"145251";"152471";"159930"
"MU";"1506203";"Salinópolis (PA)";"18";"21";"30";"250";"234";"496";"350"
"MU";"1506302";"Salvaterra (PA)";"15909";"8412";"8418";"6890";"6740";"6100";"5152"
"MU";"1506351";"Santa Bárbara do Pará (PA)";"623";"564";"1403";"805";"1326";"1200";"1220"
"MU";"1506401";"Santa Cruz do Arari (PA)";"36683";"23759";"26883";"27040";"26567";"23500";"18963"
"MU";"1506500";"Santa Izabel do Pará (PA)";"17895";"16831";"20372";"15498";"17453";"19552";"23350"
"MU";"1506559";"Santa Luzia do Pará (PA)";"67065";"70940";"75367";"74668";"73875";"73381";"68600"
"MU";"1506583";"Santa Maria das Barreiras (PA)";"516576";"478639";"498664";"544541";"597906";"627470";"619036"
"MU";"1506609";"Santa Maria do Pará (PA)";"14312";"13589";"15141";"15524";"15612";"14658";"8300"
"MU";"1506708";"Santana do Araguaia (PA)";"594074";"613152";"663655";"613911";"564445";"566729";"551737"
"MU";"1506807";"Santarém (PA)";"118861";"138911";"129954";"132300";"115052";"113620";"118897"
"MU";"1506906";"Santarém Novo (PA)";"3548";"3651";"3720";"4238";"3843";"3350";"3540"
"MU";"1507003";"Santo Antônio do Tauá (PA)";"5401";"5411";"6112";"6579";"4750";"4470";"61405"
"MU";"1507102";"São Caetano de Odivelas (PA)";"1454";"731";"1310";"1210";"1512";"919";"2228"
"MU";"1507151";"São Domingos do Araguaia (PA)";"138000";"125000";"120000";"145000";"150000";"173736";"170220"
"MU";"1507201";"São Domingos do Capim (PA)";"30555";"23133";"35118";"38636";"37750";"42543";"15637"
"MU";"1507300";"São Félix do Xingu (PA)";"2101726";"2143760";"2282445";"2213310";"2222949";"2200338";"2240496"
"MU";"1507409";"São Francisco do Pará (PA)";"12110";"14258";"14406";"14705";"15227";"15573";"12611"
"MU";"1507458";"São Geraldo do Araguaia (PA)";"350000";"355000";"350000";"395000";"375000";"389309";"398801"
"MU";"1507466";"São João da Ponta (PA)";"654";"564";"654";"541";"685";"1632";"829"
"MU";"1507474";"São João de Pirabas (PA)";"1878";"1895";"2502";"3703";"3858";"4645";"4000"
"MU";"1507508";"São João do Araguaia (PA)";"60600";"51500";"49500";"52000";"56500";"78438";"93084"
"MU";"1507607";"São Miguel do Guamá (PA)";"36200";"37319";"38834";"41430";"45400";"42543";"28085"
"MU";"1507706";"São Sebastião da Boa Vista (PA)";"98";"98";"90";"93";"79";"70";"69"
"MU";"1507755";"Sapucaia (PA)";"128891";"145035";"125384";"143140";"152077";"152654";"156093"
"MU";"1507805";"Senador José Porfírio (PA)";"57029";"64208";"68790";"70379";"73405";"71425";"70300"
"MU";"1507904";"Soure (PA)";"31624";"34136";"53654";"36890";"39897";"36865";"35789"
"MU";"1507953";"Tailândia (PA)";"83824";"83470";"63";"80804";"74987";"83175";"78683"
"MU";"1507961";"Terra Alta (PA)";"3816";"3039";"4311";"4838";"4912";"4284";"2056"
"MU";"1507979";"Terra Santa (PA)";"25000";"27325";"36672";"35419";"30133";"33442";"36177"
"MU";"1508001";"Tomé-Açu (PA)";"108214";"110739";"94385";"99782";"100550";"101641";"95471"
"MU";"1508035";"Tracuateua (PA)";"10489";"11169";"11308";"11323";"10086";"10186";"10201"
"MU";"1508050";"Trairão (PA)";"86865";"86478";"96839";"96562";"95934";"102281";"108399"
"MU";"1508084";"Tucumã (PA)";"274254";"282481";"282064";"283818";"284593";"305524";"329551"
"MU";"1508100";"Tucuruí (PA)";"56194";"56541";"63700";"65525";"69798";"71527";"70820"
"MU";"1508126";"Ulianópolis (PA)";"65008";"70913";"68468";"69042";"67508";"63731";"59758"
"MU";"1508159";"Uruará (PA)";"288172";"298960";"308125";"313523";"310109";"280603";"205800"
"MU";"1508209";"Vigia (PA)";"4075";"2324";"4102";"4034";"3210";"3340";"4187"
"MU";"1508308";"Viseu (PA)";"88966";"95401";"88555";"88074";"75429";"91526";"92491"
"MU";"1508357";"Vitória do Xingu (PA)";"152217";"175376";"166290";"156564";"146937";"135543";"121600"
"MU";"1508407";"Xinguara (PA)";"513335";"489645";"483189";"492104";"515987";"507292";"530118"
"MU";"1600055";"Serra do Navio (AP)";"1789";"1875";"1980";"2156";"757";"680";"573"
"MU";"1600105";"Amapá (AP)";"29378";"32189";"34506";"36825";"18652";"16680";"13780"
"MU";"1600154";"Pedra Branca do Amapari (AP)";"3715";"4258";"4708";"5116";"768";"875";"917"
"MU";"1600204";"Calçoene (AP)";"7420";"7715";"8185";"8987";"5980";"5684";"5328"
"MU";"1600212";"Cutias (AP)";"8560";"10170";"10932";"11719";"987";"945";"883"
"MU";"1600238";"Ferreira Gomes (AP)";"4210";"4790";"5182";"5658";"1567";"1487";"1327"
"MU";"1600253";"Itaubal (AP)";"6543";"7115";"7598";"8319";"2542";"2315";"1795"
"MU";"1600279";"Laranjal do Jari (AP)";"3715";"4188";"4735";"5118";"3728";"3625";"2435"
"MU";"1600303";"Macapá (AP)";"14321";"16708";"18579";"19925";"11468";"11185";"10125"
"MU";"1600402";"Mazagão (AP)";"2976";"3487";"3928";"4195";"2987";"2730";"2170"
"MU";"1600501";"Oiapoque (AP)";"4862";"5212";"5652";"6191";"2238";"2610";"2688"
"MU";"1600535";"Porto Grande (AP)";"11978";"13707";"15009";"16355";"7456";"6788";"5193"
"MU";"1600550";"Pracuúba (AP)";"8790";"9788";"10698";"11511";"12705";"3174";"2876"
"MU";"1600600";"Santana (AP)";"6987";"7895";"8463";"9292";"3962";"3218";"2718"
"MU";"1600709";"Tartarugalzinho (AP)";"9830";"11123";"12046";"13190";"12122";"12894";"12715"
"MU";"1600808";"Vitória do Jari (AP)";"2425";"2605";"2766";"2972";"1763";"1489";"1398"
"MU";"1700251";"Abreulândia (TO)";"46200";"46300";"49078";"49239";"57959";"59012";"60582"
"MU";"1700301";"Aguiarnópolis (TO)";"8410";"8723";"8644";"8917";"10285";"12167";"11385"
"MU";"1700350";"Aliança do Tocantins (TO)";"71900";"71308";"68613";"68860";"74053";"75783";"74721"
"MU";"1700400";"Almas (TO)";"37050";"40477";"41329";"42515";"42077";"52766";"54298"
"MU";"1700707";"Alvorada (TO)";"84700";"75867";"64702";"56282";"57882";"65715";"61903"
"MU";"1701002";"Ananás (TO)";"84250";"89046";"82690";"81285";"93005";"88870";"90106"
"MU";"1701051";"Angico (TO)";"18120";"19548";"16898";"17655";"18772";"15491";"15646"
"MU";"1701101";"Aparecida do Rio Negro (TO)";"26930";"29186";"25186";"23954";"23934";"25744";"21467"
"MU";"1701309";"Aragominas (TO)";"81250";"75000";"82214";"85500";"89358";"84758";"90216"
"MU";"1701903";"Araguacema (TO)";"72080";"75300";"79065";"61811";"67745";"64525";"62178"
"MU";"1702000";"Araguaçu (TO)";"315400";"280317";"278168";"294901";"330660";"364444";"345827"
"MU";"1702109";"Araguaína (TO)";"217400";"222700";"223985";"226770";"243744";"232522";"237591"
"MU";"1702158";"Araguanã (TO)";"96400";"94500";"99926";"98010";"101691";"89036";"74135"
"MU";"1702208";"Araguatins (TO)";"107800";"110960";"117540";"114584";"129317";"133646";"147782"
"MU";"1702307";"Arapoema (TO)";"142320";"142000";"150000";"153200";"151842";"141385";"132778"
"MU";"1702406";"Arraias (TO)";"156160";"156585";"160130";"159406";"159920";"176540";"185553"
"MU";"1702554";"Augustinópolis (TO)";"53180";"54600";"54650";"50776";"51109";"52785";"59342"
"MU";"1702703";"Aurora do Tocantins (TO)";"49140";"48010";"46776";"45701";"44124";"48047";"46384"
"MU";"1702901";"Axixá do Tocantins (TO)";"32130";"31370";"31400";"31029";"31138";"32580";"33640"
"MU";"1703008";"Babaçulândia (TO)";"49000";"47200";"48941";"48150";"52052";"51185";"52420"
"MU";"1703057";"Bandeirantes do Tocantins (TO)";"150670";"146300";"152000";"159000";"147828";"150453";"151306"
"MU";"1703073";"Barra do Ouro (TO)";"21200";"21100";"20972";"20390";"24477";"25593";"25789"
"MU";"1703107";"Barrolândia (TO)";"57080";"53500";"54570";"55252";"65416";"67667";"64933"
"MU";"1703206";"Bernardo Sayão (TO)";"103270";"96000";"93000";"102000";"106113";"106944";"103715"
"MU";"1703305";"Bom Jesus do Tocantins (TO)";"26200";"25500";"25200";"24600";"29750";"29100";"31300"
"MU";"1703602";"Brasilândia do Tocantins (TO)";"30100";"31000";"35000";"38316";"40755";"36278";"34600"
"MU";"1703701";"Brejinho de Nazaré (TO)";"65330";"59726";"55433";"54927";"52105";"53998";"52840"
"MU";"1703800";"Buriti do Tocantins (TO)";"23180";"24100";"24200";"22090";"22469";"25939";"27397"
"MU";"1703826";"Cachoeirinha (TO)";"7540";"7689";"10350";"7964";"6757";"8516";"7357"
"MU";"1703842";"Campos Lindos (TO)";"26300";"28000";"28364";"27170";"27415";"29283";"29207"
"MU";"1703867";"Cariri do Tocantins (TO)";"74130";"79509";"65508";"61566";"62544";"59939";"60096"
"MU";"1703883";"Carmolândia (TO)";"44980";"43750";"40587";"46770";"37848";"36092";"36094"
"MU";"1703891";"Carrasco Bonito (TO)";"15200";"15700";"15720";"15911";"17909";"19020";"20258"
"MU";"1703909";"Caseara (TO)";"51850";"53700";"56385";"41347";"38482";"35902";"35215"
"MU";"1704105";"Centenário (TO)";"14450";"12200";"11000";"14200";"16100";"17100";"18230"
"MU";"1704600";"Chapada de Areia (TO)";"29300";"28600";"30030";"28280";"32442";"35796";"33577"
"MU";"1705102";"Chapada da Natividade (TO)";"29830";"30861";"32789";"32180";"31443";"31771";"31912"
"MU";"1705508";"Colinas do Tocantins (TO)";"119000";"117500";"130000";"137600";"128935";"125667";"117721"
"MU";"1705557";"Combinado (TO)";"23480";"23176";"18000";"18700";"20634";"25375";"23924"
"MU";"1705607";"Conceição do Tocantins (TO)";"24940";"26065";"25538";"25907";"26273";"30346";"32545"
"MU";"1706001";"Couto Magalhães (TO)";"56850";"56800";"60000";"53100";"59613";"57013";"61808"
"MU";"1706100";"Cristalândia (TO)";"65820";"65000";"66950";"73545";"71656";"74076";"74974"
"MU";"1706258";"Crixás do Tocantins (TO)";"45820";"42659";"41781";"38730";"36939";"36627";"36184"
"MU";"1706506";"Darcinópolis (TO)";"18910";"17896";"21373";"21869";"20916";"23295";"22688"
"MU";"1707009";"Dianópolis (TO)";"35870";"43425";"41736";"41290";"45345";"45445";"48603"
"MU";"1707108";"Divinópolis do Tocantins (TO)";"105080";"109500";"114975";"103970";"110896";"120587";"113153"
"MU";"1707207";"Dois Irmãos do Tocantins (TO)";"133020";"137800";"140556";"143906";"151648";"161061";"160390"
"MU";"1707306";"Dueré (TO)";"133350";"136095";"133963";"133180";"154629";"153210";"148691"
"MU";"1707405";"Esperantina (TO)";"24720";"24800";"24950";"25679";"26679";"25932";"26177"
"MU";"1707553";"Fátima (TO)";"20510";"21457";"21137";"19818";"20621";"21738";"20960"
"MU";"1707652";"Figueirópolis (TO)";"108260";"108927";"94820";"86774";"96174";"100458";"89625"
"MU";"1707702";"Filadélfia (TO)";"77350";"83800";"85331";"83720";"93498";"94605";"100399"
"MU";"1708205";"Formoso do Araguaia (TO)";"217690";"219635";"218744";"213230";"222707";"232334";"314374"
"MU";"1708254";"Fortaleza do Tabocão (TO)";"44800";"49300";"45500";"44000";"50500";"49600";"54785"
"MU";"1708304";"Goianorte (TO)";"87160";"90500";"90400";"92248";"90885";"96982";"98955"
"MU";"1709005";"Goiatins (TO)";"39450";"39500";"42240";"42470";"45626";"49079";"52855"
"MU";"1709302";"Guaraí (TO)";"112500";"111500";"112300";"110000";"111606";"113800";"113720"
"MU";"1709500";"Gurupi (TO)";"111700";"113926";"106664";"108269";"109839";"103118";"95519"
"MU";"1709807";"Ipueiras (TO)";"16900";"18277";"17960";"18446";"18986";"20844";"20471"
"MU";"1710508";"Itacajá (TO)";"61500";"61830";"65000";"67880";"71056";"74056";"74032"
"MU";"1710706";"Itaguatins (TO)";"46830";"46640";"49700";"49618";"55468";"54671";"57550"
"MU";"1710904";"Itapiratins (TO)";"45120";"46900";"49500";"52353";"54084";"50241";"52709"
"MU";"1711100";"Itaporã do Tocantins (TO)";"97590";"93000";"97000";"96944";"100983";"99793";"105080"
"MU";"1711506";"Jaú do Tocantins (TO)";"82050";"87259";"88358";"90538";"94743";"99196";"94949"
"MU";"1711803";"Juarina (TO)";"25570";"25600";"25800";"24708";"27102";"28107";"27318"
"MU";"1711902";"Lagoa da Confusão (TO)";"99580";"102600";"106704";"90941";"93729";"99387";"108105"
"MU";"1711951";"Lagoa do Tocantins (TO)";"11610";"12032";"12877";"11784";"11864";"12414";"12854"
"MU";"1712009";"Lajeado (TO)";"7500";"7530";"6900";"6250";"6700";"6500";"6130"
"MU";"1712157";"Lavandeira (TO)";"21990";"21953";"18330";"15419";"21323";"21468";"21054"
"MU";"1712405";"Lizarda (TO)";"18100";"18000";"18850";"17300";"18400";"20400";"20900"
"MU";"1712454";"Luzinópolis (TO)";"8510";"9489";"8703";"14419";"10012";"8127";"8962"
"MU";"1712504";"Marianópolis do Tocantins (TO)";"112550";"110000";"112230";"108676";"103088";"105261";"106721"
"MU";"1712702";"Mateiros (TO)";"4890";"4800";"5102";"4973";"5302";"5545";"6401"
"MU";"1712801";"Maurilândia do Tocantins (TO)";"16630";"18745";"19424";"17930";"20963";"11325";"21858"
"MU";"1713205";"Miracema do Tocantins (TO)";"118500";"117300";"122725";"124860";"130110";"147800";"133190"
"MU";"1713304";"Miranorte (TO)";"71500";"73800";"79850";"78600";"82945";"89000";"78360"
"MU";"1713601";"Monte do Carmo (TO)";"75300";"73606";"70631";"66484";"72101";"74322";"71079"
"MU";"1713700";"Monte Santo do Tocantins (TO)";"48700";"56000";"61043";"53147";"58283";"63704";"67679"
"MU";"1713809";"Palmeiras do Tocantins (TO)";"24310";"26892";"27121";"28092";"34141";"31479";"32039"
"MU";"1713957";"Muricilândia (TO)";"61100";"64800";"65435";"62710";"75497";"65300";"62128"
"MU";"1714203";"Natividade (TO)";"51800";"55865";"56491";"56870";"58597";"63469";"66379"
"MU";"1714302";"Nazaré (TO)";"19590";"18634";"20332";"20319";"22640";"18438";"20546"
"MU";"1714880";"Nova Olinda (TO)";"74800";"72500";"75000";"77962";"81055";"82981";"82839"
"MU";"1715002";"Nova Rosalândia (TO)";"22600";"20500";"21935";"20320";"21459";"21420";"21054"
"MU";"1715101";"Novo Acordo (TO)";"12610";"14164";"15038";"13539";"14353";"13818";"13176"
"MU";"1715150";"Novo Alegre (TO)";"19640";"20488";"17846";"20162";"23263";"22251";"23421"
"MU";"1715259";"Novo Jardim (TO)";"14150";"10935";"11964";"12292";"11323";"11859";"12052"
"MU";"1715507";"Oliveira de Fátima (TO)";"11400";"10946";"10085";"10071";"10635";"11012";"10679"
"MU";"1715705";"Palmeirante (TO)";"45890";"45000";"48000";"51440";"52069";"55489";"61900"
"MU";"1715754";"Palmeirópolis (TO)";"73990";"67465";"68428";"66986";"74518";"72837";"65183"
"MU";"1716109";"Paraíso do Tocantins (TO)";"86450";"87600";"91104";"88705";"95552";"99339";"92849"
"MU";"1716208";"Paranã (TO)";"103510";"105941";"115064";"122322";"126487";"132706";"126660"
"MU";"1716307";"Pau D'Arco (TO)";"77930";"85000";"86000";"86044";"90482";"87878";"96199"
"MU";"1716505";"Pedro Afonso (TO)";"18750";"18800";"21500";"20000";"22865";"24200";"26260"
"MU";"1716604";"Peixe (TO)";"205990";"208593";"189944";"187059";"202637";"214426";"200594"
"MU";"1716653";"Pequizeiro (TO)";"81650";"80000";"85000";"97245";"100760";"105350";"103276"
"MU";"1716703";"Colméia (TO)";"82880";"80000";"83600";"86300";"90063";"90772";"90928"
"MU";"1717008";"Pindorama do Tocantins (TO)";"44700";"51063";"53931";"54256";"53047";"55976";"54810"
"MU";"1717206";"Piraquê (TO)";"91350";"96600";"93296";"96870";"83290";"98564";"94564"
"MU";"1717503";"Pium (TO)";"152600";"165000";"176551";"160633";"178105";"186224";"181167"
"MU";"1717800";"Ponte Alta do Bom Jesus (TO)";"27730";"31989";"34484";"32500";"28482";"29787";"32897"
"MU";"1717909";"Ponte Alta do Tocantins (TO)";"54100";"53644";"55514";"57052";"58567";"63403";"65071"
"MU";"1718006";"Porto Alegre do Tocantins (TO)";"6080";"8519";"7851";"7780";"10112";"10748";"9855"
"MU";"1718204";"Porto Nacional (TO)";"119310";"110798";"107328";"105174";"109494";"115289";"112666"
"MU";"1718303";"Praia Norte (TO)";"14590";"16380";"16500";"14695";"17072";"18195";"21183"
"MU";"1718402";"Presidente Kennedy (TO)";"37720";"38900";"42000";"42819";"38957";"37354";"42253"
"MU";"1718451";"Pugmil (TO)";"19800";"20270";"20878";"18358";"21352";"19868";"17078"
"MU";"1718501";"Recursolândia (TO)";"26800";"27700";"29295";"31190";"35850";"37500";"37900"
"MU";"1718550";"Riachinho (TO)";"24780";"26890";"31588";"32372";"33599";"35718";"39923"
"MU";"1718659";"Rio da Conceição (TO)";"1160";"1102";"1198";"1230";"1341";"1362";"1479"
"MU";"1718709";"Rio dos Bois (TO)";"11300";"11400";"11470";"11520";"11100";"11370";"11200"
"MU";"1718758";"Rio Sono (TO)";"43400";"44900";"46500";"43600";"46600";"48400";"50590"
"MU";"1718808";"Sampaio (TO)";"9630";"8200";"8900";"8895";"10766";"10365";"9863"
"MU";"1718840";"Sandolândia (TO)";"142740";"150401";"162817";"155187";"155220";"172408";"205046"
"MU";"1718865";"Santa Fé do Araguaia (TO)";"129130";"121500";"114025";"124290";"114025";"112767";"120373"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"25500";"23600";"26290";"25450";"25350";"27800";"27500"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"86320";"84575";"87045";"78412";"86028";"87848";"97009"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"28110";"28065";"29657";"26640";"28252";"32111";"30742"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"19500";"19577";"19775";"17836";"21392";"21846";"21121"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"11090";"12140";"10781";"10371";"11861";"20306";"10610"
"MU";"1720101";"São Bento do Tocantins (TO)";"22590";"21562";"23263";"24022";"25278";"27901";"29377"
"MU";"1720150";"São Félix do Tocantins (TO)";"4110";"4080";"4016";"3586";"3827";"3645";"3730"
"MU";"1720200";"São Miguel do Tocantins (TO)";"16520";"17880";"17920";"17041";"18346";"17226";"18352"
"MU";"1720259";"São Salvador do Tocantins (TO)";"20340";"22452";"21945";"20844";"25613";"29887";"26728"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"18970";"19450";"19500";"23207";"23380";"23775";"25042"
"MU";"1720499";"São Valério (TO)";"52110";"52857";"44942";"45152";"41541";"49578";"49411"
"MU";"1720655";"Silvanópolis (TO)";"35100";"36882";"31229";"30055";"31263";"32988";"35086"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"31530";"32950";"33000";"30786";"33981";"33761";"35347"
"MU";"1720853";"Sucupira (TO)";"63920";"62038";"49756";"48051";"51530";"54760";"54020"
"MU";"1720903";"Taguatinga (TO)";"107760";"114297";"116472";"111222";"109191";"104938";"97661"
"MU";"1720937";"Taipas do Tocantins (TO)";"16560";"17097";"20354";"20558";"16358";"14976";"15971"
"MU";"1720978";"Talismã (TO)";"103640";"106622";"97505";"90107";"93746";"101075";"98836"
"MU";"1721000";"Palmas (TO)";"32120";"32833";"31555";"30872";"31586";"31242";"29979"
"MU";"1721109";"Tocantínia (TO)";"14600";"14100";"14240";"14000";"14800";"16500";"15900"
"MU";"1721208";"Tocantinópolis (TO)";"21100";"22546";"20083";"20577";"20733";"19190";"20233"
"MU";"1721257";"Tupirama (TO)";"4720";"4600";"4300";"3950";"4900";"6200";"9520"
"MU";"1721307";"Tupiratins (TO)";"14100";"13300";"14000";"16246";"17163";"16797";"16543"
"MU";"1722081";"Wanderlândia (TO)";"26300";"25200";"28139";"27960";"25359";"27409";"29321"
"MU";"1722107";"Xambioá (TO)";"85200";"93400";"96112";"98640";"92170";"91179";"99126"
"MU";"2100055";"Açailândia (MA)";"437803";"427961";"416834";"425121";"444815";"392287";"323636"
"MU";"2100105";"Afonso Cunha (MA)";"1756";"1550";"1470";"1305";"991";"1260";"1510"
